movieID,title,year,genres_str,directorName,actors_str,tags_str,content_soup,primary_genre
1930,Cavalcade,1933,Drama Romance War,frank_lloyd,una_o'connor beryl_mercer clive_brook diana_wynyard herbert_mundin,oscar_(best_picture) oscar_(best_directing) based_on_a_play noel_coward,Drama Romance War Drama Romance War frank_lloyd una_o'connor beryl_mercer clive_brook diana_wynyard herbert_mundin oscar_(best_picture) oscar_(best_directing) based_on_a_play noel_coward,Drama
1931,Mutiny on the Bounty,1935,Adventure Drama,frank_lloyd,charles_laughton clark_gable dudley_digges franchot_tone herbert_mundin,oscar_(best_picture) afi_100 clark_gable charles_laughton tumeys_dvds best_picture,Adventure Drama Adventure Drama frank_lloyd charles_laughton clark_gable dudley_digges franchot_tone herbert_mundin oscar_(best_picture) afi_100 clark_gable charles_laughton tumeys_dvds best_picture,Adventure
1932,The Great Ziegfeld,1936,Drama Musical,robert_z._leonard,fanny_brice frank_morgan luise_rainer myrna_loy william_powell,oscar_(best_picture) comedy biopic oscar_(best_actress) classic love musical circus broadway,Drama Musical Drama Musical robert_z._leonard fanny_brice frank_morgan luise_rainer myrna_loy william_powell oscar_(best_picture) comedy biopic oscar_(best_actress) classic love musical circus broadway,Drama
1933,The Life of Emile Zola,1937,Drama,william_dieterle,gale_sondergaard gloria_holden joseph_schildkraut paul_muni robert_warwick,oscar_(best_picture) oscar_(best_supporting_actor) national_film_registry,Drama Drama william_dieterle gale_sondergaard gloria_holden joseph_schildkraut paul_muni robert_warwick oscar_(best_picture) oscar_(best_supporting_actor) national_film_registry,Drama
1934,You Can't Take It with You,1938,Comedy Romance,frank_capra,james_stewart edward_arnold jean_arthur lionel_barrymore mischa_auer,oscar_(best_picture) oscar_(best_directing) corvallis_library,Comedy Romance Comedy Romance frank_capra james_stewart edward_arnold jean_arthur lionel_barrymore mischa_auer oscar_(best_picture) oscar_(best_directing) corvallis_library,Comedy
1935,How Green Was My Valley,1941,Drama Musical Romance,john_ford,barry_fitzgerald donald_crisp maureen_o'hara roddy_mcdowall walter_pidgeon,oscar_(best_picture) oscar_(best_cinematography) oscar_(best_supporting_actor) oscar_(best_directing) national_film_registry,Drama Musical Romance Drama Musical Romance john_ford barry_fitzgerald donald_crisp maureen_o'hara roddy_mcdowall walter_pidgeon oscar_(best_picture) oscar_(best_cinematography) oscar_(best_supporting_actor) oscar_(best_directing) national_film_registry,Drama
1936,Mrs. Miniver,1942,Drama War,william_wyler,dame_may_whitty greer_garson reginald_owen teresa_wright walter_pidgeon,oscar_(best_picture) oscar_(best_directing) oscar_(best_actress) world_war_ii oscar_(best_supporting_actress) oscar_(best_cinematography) england teresa_wright greer_garson afi_100_(cheers),Drama War Drama War william_wyler dame_may_whitty greer_garson reginald_owen teresa_wright walter_pidgeon oscar_(best_picture) oscar_(best_directing) oscar_(best_actress) world_war_ii oscar_(best_supporting_actress) oscar_(best_cinematography) england teresa_wright greer_garson afi_100_(cheers),Drama
1937,Going My Way,1944,Comedy,leo_mccarey,barry_fitzgerald bing_crosby frank_mchugh gene_lockhart rise_stevens,oscar_(best_actor) oscar_(best_picture) oscar_(best_supporting_actor) oscar_(best_directing) bing_crosby,Comedy Comedy leo_mccarey barry_fitzgerald bing_crosby frank_mchugh gene_lockhart rise_stevens oscar_(best_actor) oscar_(best_picture) oscar_(best_supporting_actor) oscar_(best_directing) bing_crosby,Comedy
1938,The Lost Weekend,1945,Drama,billy_wilder,doris_dowling howard_da_silva jane_wyman phillip_terry ray_milland,oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) imdb_top_250 addiction bleak alcoholism golden_palm forceful moving,Drama Drama billy_wilder doris_dowling howard_da_silva jane_wyman phillip_terry ray_milland oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) imdb_top_250 addiction bleak alcoholism golden_palm forceful moving,Drama
1939,The Best Years of Our Lives,1946,Drama War,william_wyler,dana_andrews fredric_march harold_russell myrna_loy virginia_mayo,oscar_(best_picture) afi_100 oscar_(best_directing) oscar_(best_actor) world_war_ii usa_film_registry oscar_(best_supporting_actor) us_history best_picture imdb_top_250,Drama War Drama War william_wyler dana_andrews fredric_march harold_russell myrna_loy virginia_mayo oscar_(best_picture) afi_100 oscar_(best_directing) oscar_(best_actor) world_war_ii usa_film_registry oscar_(best_supporting_actor) us_history best_picture imdb_top_250,Drama
1940,Gentleman's Agreement,1947,Drama,elia_kazan,john_garfield celeste_holm dorothy_mcguire gregory_peck june_havoc,oscar_(best_picture) oscar_(best_directing) oscar_(best_supporting_actress) gregory_peck,Drama Drama elia_kazan john_garfield celeste_holm dorothy_mcguire gregory_peck june_havoc oscar_(best_picture) oscar_(best_directing) oscar_(best_supporting_actress) gregory_peck,Drama
1941,Hamlet,1996,Drama,kenneth_branagh,charlton_heston derek_jacobi kenneth_branagh richard_attenborough richard_briers,oscar_(best_picture) oscar_(best_actor) murder shakespeare criterion adultery based_on_a_play tumeys_dvds playwright:shakespeare adapted_from:play,Drama Drama kenneth_branagh charlton_heston derek_jacobi kenneth_branagh richard_attenborough richard_briers oscar_(best_picture) oscar_(best_actor) murder shakespeare criterion adultery based_on_a_play tumeys_dvds playwright:shakespeare adapted_from:play,Drama
1942,All the King's Men,2006,Drama,steven_zaillian,bruce_miller frank_delle mark_delle patrick_brennan ralph_nielsen,oscar_(best_picture) oscar_(best_actor) oscar_(best_supporting_actress) in_netflix_queue political book remade oppl national_film_registry tumeys_dvds,Drama Drama steven_zaillian bruce_miller frank_delle mark_delle patrick_brennan ralph_nielsen oscar_(best_picture) oscar_(best_actor) oscar_(best_supporting_actress) in_netflix_queue political book remade oppl national_film_registry tumeys_dvds,Drama
1943,The Greatest Show on Earth,1952,Drama,cecil_b._demille,kazuhiro_sano,oscar_(best_picture) tumeys_dvds,Drama Drama cecil_b._demille kazuhiro_sano oscar_(best_picture) tumeys_dvds,Drama
1944,From Here to Eternity,1953,Drama Romance War,fred_zinnemann,burt_lancaster deborah_kerr donna_reed frank_sinatra montgomery_clift,oscar_(best_directing) oscar_(best_picture) world_war_ii oscar_(best_supporting_actress) oscar_(best_cinematography) oscar_(best_supporting_actor) afi_100 best_picture movie_to_see frank_sinatra,Drama Romance War Drama Romance War fred_zinnemann burt_lancaster deborah_kerr donna_reed frank_sinatra montgomery_clift oscar_(best_directing) oscar_(best_picture) world_war_ii oscar_(best_supporting_actress) oscar_(best_cinematography) oscar_(best_supporting_actor) afi_100 best_picture movie_to_see frank_sinatra,Drama
1945,On the Waterfront,1954,Crime Drama,elia_kazan,karl_malden lee_j_cobb marlon_brando pat_henning rod_steiger,oscar_(best_picture) marlon_brando oscar_(best_directing) oscar_(best_actor) oscar_(best_supporting_actress) elia_kazan oscar_(best_cinematography) usa_film_registry boxing imdb_top_250,Crime Drama Crime Drama elia_kazan karl_malden lee_j_cobb marlon_brando pat_henning rod_steiger oscar_(best_picture) marlon_brando oscar_(best_directing) oscar_(best_actor) oscar_(best_supporting_actress) elia_kazan oscar_(best_cinematography) usa_film_registry boxing imdb_top_250,Crime
1946,Back to the Future,1985,Drama Romance,robert_zemeckis,christopher_lloyd crispin_glover lea_thompson michael_j._fox thomas_f._wilson,oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) golden_palm national_film_registry,Drama Romance Drama Romance robert_zemeckis christopher_lloyd crispin_glover lea_thompson michael_j._fox thomas_f._wilson oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) golden_palm national_film_registry,Drama
1947,West Side Story,1961,Drama Musical Romance,jerome_robbins,george_chakiris natalie_wood richard_beymer rita_moreno russ_tamblyn,oscar_(best_picture) classic oscar_(best_directing) oscar_(best_supporting_actress) oscar_(best_cinematography) 70mm gangs oscar_(best_supporting_actor) racism new_york_city,Drama Musical Romance Drama Musical Romance jerome_robbins george_chakiris natalie_wood richard_beymer rita_moreno russ_tamblyn oscar_(best_picture) classic oscar_(best_directing) oscar_(best_supporting_actress) oscar_(best_cinematography) 70mm gangs oscar_(best_supporting_actor) racism new_york_city,Drama
1948,Tom Jones,1963,Comedy,tony_richardson,albert_finney edith_evans hugh_griffith joan_greenwood susannah_york,oscar_(best_picture) oscar_(best_directing) netwatch,Comedy Comedy tony_richardson albert_finney edith_evans hugh_griffith joan_greenwood susannah_york oscar_(best_picture) oscar_(best_directing) netwatch,Comedy
1949,A Man for All Seasons,1966,Drama,fred_zinnemann,leo_mckern orson_welles paul_scofield robert_shaw wendy_hiller,oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) orson_welles oscar_(best_cinematography) stage honor paul_scofield great_performances robert_shaw,Drama Drama fred_zinnemann leo_mckern orson_welles paul_scofield robert_shaw wendy_hiller oscar_(best_picture) oscar_(best_directing) oscar_(best_actor) orson_welles oscar_(best_cinematography) stage honor paul_scofield great_performances robert_shaw,Drama
1950,In the Heat of the Night,1967,Drama Mystery,norman_jewison,james_patterson lee_grant rod_steiger sidney_poitier warren_oates,oscar_(best_picture) oscar_(best_actor) racism available_at_cml imdb_top_250 movie_to_see oppl hulu rod_steiger sidney_poitier,Drama Mystery Drama Mystery norman_jewison james_patterson lee_grant rod_steiger sidney_poitier warren_oates oscar_(best_picture) oscar_(best_actor) racism available_at_cml imdb_top_250 movie_to_see oppl hulu rod_steiger sidney_poitier,Drama
1951,Oliver!,1968,Drama Musical,carol_reed,harry_secombe hugh_griffith oliver_reed ron_moody shani_wallis,oscar_(best_picture) oscar_(best_directing) musical 70mm adapted_from:book great_adaptations author:charles_dickens adapted_from_bway,Drama Musical Drama Musical carol_reed harry_secombe hugh_griffith oliver_reed ron_moody shani_wallis oscar_(best_picture) oscar_(best_directing) musical 70mm adapted_from:book great_adaptations author:charles_dickens adapted_from_bway,Drama
1952,Midnight Cowboy,1969,Drama,john_schlesinger,brenda_vaccaro dustin_hoffman john_mcgiver jon_voight sylvia_miles,oscar_(best_picture) oscar_(best_directing) gay nudity_(rear) friendship new_york_city gay_cowboy dustin_hoffman party sexuality,Drama Drama john_schlesinger brenda_vaccaro dustin_hoffman john_mcgiver jon_voight sylvia_miles oscar_(best_picture) oscar_(best_directing) gay nudity_(rear) friendship new_york_city gay_cowboy dustin_hoffman party sexuality,Drama
1953,The French Connection,1971,Action Crime Drama Thriller,william_friedkin,fernando_rey gene_hackman marcel_bozzuffi roy_scheider tony_lo_bianco,oscar_(best_picture) oscar_(best_actor) gene_hackman oscar_(best_directing) car_chase gritty police drugs crime action,Action Crime Drama Thriller Action Crime Drama Thriller william_friedkin fernando_rey gene_hackman marcel_bozzuffi roy_scheider tony_lo_bianco oscar_(best_picture) oscar_(best_actor) gene_hackman oscar_(best_directing) car_chase gritty police drugs crime action,Action
1954,Rocky,1976,Action Drama Romance,john_g._avildsen,burgess_meredith burt_young carl_weathers sylvester_stallone talia_shire,boxing oscar_(best_picture) sports oscar_(best_directing) sylvester_stallone romance inspirational classic sport:boxing franchise,Action Drama Romance Action Drama Romance john_g._avildsen burgess_meredith burt_young carl_weathers sylvester_stallone talia_shire boxing oscar_(best_picture) sports oscar_(best_directing) sylvester_stallone romance inspirational classic sport:boxing franchise,Action
1955,Kramer vs. Kramer,1979,Drama,robert_benton,dustin_hoffman howard_duff jane_alexander justin_henry meryl_streep,divorce oscar_(best_picture) oscar_(best_directing) oscar_(best_supporting_actress) dustin_hoffman oscar_(best_actor) spindle 1970s dentist corvallis_library,Drama Drama robert_benton dustin_hoffman howard_duff jane_alexander justin_henry meryl_streep divorce oscar_(best_picture) oscar_(best_directing) oscar_(best_supporting_actress) dustin_hoffman oscar_(best_actor) spindle 1970s dentist corvallis_library,Drama
1956,Ordinary People,1980,Drama,robert_redford,donald_sutherland elizabeth_mcgovern judd_hirsch mary_tyler_moore timothy_hutton,oscar_(best_picture) oscar_(best_directing) want_to_see_again family depression donald_sutherland oscar_(best_supporting_actor) ohsoso psychiatrist_as_protagonist subgenre:family_dynamics,Drama Drama robert_redford donald_sutherland elizabeth_mcgovern judd_hirsch mary_tyler_moore timothy_hutton oscar_(best_picture) oscar_(best_directing) want_to_see_again family depression donald_sutherland oscar_(best_supporting_actor) ohsoso psychiatrist_as_protagonist subgenre:family_dynamics,Drama
1957,Chariots of Fire,1981,Drama,hugh_hudson,ben_cross ian_charleson ian_holm nicholas_farrell nigel_havers,oscar_(best_picture) olympics 70mm running sports 1920s afi_100_(cheers) tumeys_dvds betamax,Drama Drama hugh_hudson ben_cross ian_charleson ian_holm nicholas_farrell nigel_havers oscar_(best_picture) olympics 70mm running sports 1920s afi_100_(cheers) tumeys_dvds betamax,Drama
1958,Terms of Endearment,1983,Comedy Drama,james_l._brooks,debra_winger jack_nicholson jeff_daniels john_lithgow shirley_maclaine,oscar_(best_picture) oscar_(best_directing) oscar_(best_actress) oscar_(best_supporting_actor) jack_nicholson tear_jerker owned tense terminal_illness based_on_a_book,Comedy Drama Comedy Drama james_l._brooks debra_winger jack_nicholson jeff_daniels john_lithgow shirley_maclaine oscar_(best_picture) oscar_(best_directing) oscar_(best_actress) oscar_(best_supporting_actor) jack_nicholson tear_jerker owned tense terminal_illness based_on_a_book,Comedy
1959,Out of Africa,1985,Drama Romance,sydney_pollack,klaus_maria_brandauer malick_bowens meryl_streep michael_kitchen robert_redford,oscar_(best_picture) robert_redford oscar_(best_directing) romance drama meryl_streep klaus_maria_brandauer oscar_(best_cinematography) 70mm erlends_dvds,Drama Romance Drama Romance sydney_pollack klaus_maria_brandauer malick_bowens meryl_streep michael_kitchen robert_redford oscar_(best_picture) robert_redford oscar_(best_directing) romance drama meryl_streep klaus_maria_brandauer oscar_(best_cinematography) 70mm erlends_dvds,Drama
1960,The Last Emperor,1987,Drama,bernardo_bertolucci,joan_chen john_lone peter_o'toole victor_wong ying_ruocheng,oscar_(best_picture) china oscar_(best_directing) bernardo_bertolucci oscar_(best_cinematography) biopic on_dvr bibliothek culture_clash 70mm,Drama Drama bernardo_bertolucci joan_chen john_lone peter_o'toole victor_wong ying_ruocheng oscar_(best_picture) china oscar_(best_directing) bernardo_bertolucci oscar_(best_cinematography) biopic on_dvr bibliothek culture_clash 70mm,Drama
1961,Rain Man,1988,Drama,barry_levinson,dustin_hoffman jack_murdock jerry_molen tom_cruise valeria_golino,oscar_(best_picture) dustin_hoffman tom_cruise oscar_(best_actor) true_story autism oscar_(best_directing) psychology great_movie mental_illness,Drama Drama barry_levinson dustin_hoffman jack_murdock jerry_molen tom_cruise valeria_golino oscar_(best_picture) dustin_hoffman tom_cruise oscar_(best_actor) true_story autism oscar_(best_directing) psychology great_movie mental_illness,Drama
1962,Driving Miss Daisy,1989,Drama,bruce_beresford,dan_aykroyd esther_rolle jessica_tandy morgan_freeman patti_lupone,oscar_(best_picture) oscar_(best_actress) racism morgan_freeman southern_theme social_commentary afi_100_(cheers) dvdvideo old_age stage,Drama Drama bruce_beresford dan_aykroyd esther_rolle jessica_tandy morgan_freeman patti_lupone oscar_(best_picture) oscar_(best_actress) racism morgan_freeman southern_theme social_commentary afi_100_(cheers) dvdvideo old_age stage,Drama
1963,Take the Money and Run,1969,Comedy Crime,woody_allen,jacquelyn_hyde janet_margolin lonny_chapman marcel_hillaire woody_allen,woody_allen afi_100_(laughs) tumeys_dvds,Comedy Crime Comedy Crime woody_allen jacquelyn_hyde janet_margolin lonny_chapman marcel_hillaire woody_allen woody_allen afi_100_(laughs) tumeys_dvds,Comedy
1964,Klute,1971,Drama Mystery,alan_j._pakula,charles_cioffi donald_sutherland dorothy_tristan jane_fonda roy_scheider,jane_fonda oscar_(best_actress) donald_sutherland tumeys_dvds svens_to_see_list,Drama Mystery Drama Mystery alan_j._pakula charles_cioffi donald_sutherland dorothy_tristan jane_fonda roy_scheider jane_fonda oscar_(best_actress) donald_sutherland tumeys_dvds svens_to_see_list,Drama
1965,Repo Man,1984,Comedy Sci-Fi,alex_cox,tracey_walter emilio_estevez harry_dean_stanton olivia_barash sy_richardson,aliens breakthroughs notable_soundtrack punk surreal dark_comedy black_comedy los_angeles cult_classic wired_50_greatest_soundtracks,Comedy Sci-Fi Comedy Sci-Fi alex_cox tracey_walter emilio_estevez harry_dean_stanton olivia_barash sy_richardson aliens breakthroughs notable_soundtrack punk surreal dark_comedy black_comedy los_angeles cult_classic wired_50_greatest_soundtracks,Comedy
1966,Metropolitan,1990,Comedy,whit_stillman,allison_rutledge-parisi carolyn_farina christopher_eigeman edward_clements taylor_nichols,witty urbane hulu deadpan talky literate wry upper_class,Comedy Comedy whit_stillman allison_rutledge-parisi carolyn_farina christopher_eigeman edward_clements taylor_nichols witty urbane hulu deadpan talky literate wry upper_class,Comedy
1967,Labyrinth,1986,Adventure Children Fantasy,jim_henson,brian_henson david_bowie jennifer_connelly shelley_thompson toby_froud,david_bowie childish seen_more_than_once erlends_dvds lame jennifer_connelly maze j_netflix tumeys_dvds good_versus_evil,Adventure Children Fantasy Adventure Children Fantasy jim_henson brian_henson david_bowie jennifer_connelly shelley_thompson toby_froud david_bowie childish seen_more_than_once erlends_dvds lame jennifer_connelly maze j_netflix tumeys_dvds good_versus_evil,Adventure
1968,The Breakfast Club,1985,Comedy Drama,john_hughes,ally_sheedy anthony_michael_hall emilio_estevez judd_nelson molly_ringwald,teen 80s school_drama cult_film seen_more_than_once high_school 1980s drama ensemble_cast owned,Comedy Drama Comedy Drama john_hughes ally_sheedy anthony_michael_hall emilio_estevez judd_nelson molly_ringwald teen 80s school_drama cult_film seen_more_than_once high_school 1980s drama ensemble_cast owned,Comedy
1969,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Horror Thriller,jack_sholder,clu_gulager hope_lange kim_myers mark_patton robert_rusler,franchise slasher,Horror Thriller Horror Thriller jack_sholder clu_gulager hope_lange kim_myers mark_patton robert_rusler franchise slasher,Horror
1970,A Nightmare on Elm Street 3: Dream Warriors,1987,Comedy Fantasy Horror Thriller,chuck_russell,craig_wasson heather_langenkamp laurence_fishburne patricia_arquette priscilla_pointer,nudity_(topless) franchise slasher,Comedy Fantasy Horror Thriller Comedy Fantasy Horror Thriller chuck_russell craig_wasson heather_langenkamp laurence_fishburne patricia_arquette priscilla_pointer nudity_(topless) franchise slasher,Comedy
1971,A Nightmare on Elm Street 4: The Dream Master,1988,Fantasy Horror Thriller,renny_harlin,andras_jones danny_hassel lisa_wilcox robert_englund rodney_eastman,nudity_(topless) franchise slasher,Fantasy Horror Thriller Fantasy Horror Thriller renny_harlin andras_jones danny_hassel lisa_wilcox robert_englund rodney_eastman nudity_(topless) franchise slasher,Fantasy
1972,A Nightmare on Elm Street: The Dream Child,1989,Horror,stephen_hopkins,danny_hassel joe_seely kelly_jo_minter lisa_wilcox robert_englund,franchise slasher,Horror Horror stephen_hopkins danny_hassel joe_seely kelly_jo_minter lisa_wilcox robert_englund franchise slasher,Horror
1973,Freddy's Dead: The Final Nightmare,1991,Horror,rachel_talalay,lezlie_deane lisa_zane rick_logan robert_englund shon_greenblatt,franchise,Horror Horror rachel_talalay lezlie_deane lisa_zane rick_logan robert_englund shon_greenblatt franchise,Horror
1974,Friday the 13th,1980,Horror,sean_s._cunningham,adrienne_king betsy_palmer harry_crosby laurie_bartram robbi_morgan,slasher killer franchise camp ummarti2006,Horror Horror sean_s._cunningham adrienne_king betsy_palmer harry_crosby laurie_bartram robbi_morgan slasher killer franchise camp ummarti2006,Horror
1975,Friday the 13th Part 2,1981,Horror,steve_miner,adrienne_king amy_steel john_furey kirsten_baker stuart_charno,slasher nudity_(full_frontal) franchise jason,Horror Horror steve_miner adrienne_king amy_steel john_furey kirsten_baker stuart_charno slasher nudity_(full_frontal) franchise jason,Horror
1976,Friday the 13th Part III,1982,Horror,steve_miner,catherine_parks dana_kimmell jeffrey_rogers paul_kratka richard_brooker,franchise slasher jason,Horror Horror steve_miner catherine_parks dana_kimmell jeffrey_rogers paul_kratka richard_brooker franchise slasher jason,Horror
1977,Friday the 13th: The Final Chapter,1984,Horror,joseph_zito,barbara_howard corey_feldman crispin_glover erich_anderson kimberly_beck,franchise slasher jason,Horror Horror joseph_zito barbara_howard corey_feldman crispin_glover erich_anderson kimberly_beck franchise slasher jason,Horror
1978,Friday the 13th: A New Beginning,1985,Horror,danny_steinmann,john_shepard marco_st._john melanie_kinnaman richard_young shavar_ross,boring franchise slasher jason,Horror Horror danny_steinmann john_shepard marco_st._john melanie_kinnaman richard_young shavar_ross boring franchise slasher jason,Horror
1979,Jason Lives: Friday the 13th Part VI,1986,Horror,tom_mcloughlin,darcy_de_moss david_kagen jennifer_c._cooke kerry_noonan rene_jones,franchise slasher ummarti2006 jason,Horror Horror tom_mcloughlin darcy_de_moss david_kagen jennifer_c._cooke kerry_noonan rene_jones franchise slasher ummarti2006 jason,Horror
1980,Friday the 13th Part VII: The New Blood,1988,Horror,john_carl_buechler,jennifer_banko john_otrin kevin_spirtas lar_park_lincoln susan_blu,franchise,Horror Horror john_carl_buechler jennifer_banko john_otrin kevin_spirtas lar_park_lincoln susan_blu franchise,Horror
1981,Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,rob_hedden,barbara_bingham scott_reeves jensen_daggett peter_mark_richman v.c._dupree,franchise slasher,Horror Horror rob_hedden barbara_bingham scott_reeves jensen_daggett peter_mark_richman v.c._dupree franchise slasher,Horror
1982,Halloween,2007,Horror,rob_zombie,brad_dourif malcolm_mcdowell scout_taylor-compton sheri_moon_zombie tyler_mane,nudity_(topless) franchise john_carpenter slasher serial_killer erlends_dvds remade dont_want_to_see afi_100_(thrills) national_film_registry,Horror Horror rob_zombie brad_dourif malcolm_mcdowell scout_taylor-compton sheri_moon_zombie tyler_mane nudity_(topless) franchise john_carpenter slasher serial_killer erlends_dvds remade dont_want_to_see afi_100_(thrills) national_film_registry,Horror
1983,Halloween II,1981,Horror,rick_rosenthal,charles_cyphers donald_pleasence jamie_lee_curtis jeffrey_kramer lance_guest,slasher nudity_(topless) halloween franchise telecine,Horror Horror rick_rosenthal charles_cyphers donald_pleasence jamie_lee_curtis jeffrey_kramer lance_guest slasher nudity_(topless) halloween franchise telecine,Horror
1984,Halloween III: Season of the Witch,1982,Horror,tommy_lee_wallace,michael_currie dan_o'herlihy ralph_strait stacey_nelkin tom_atkins,halloween franchise,Horror Horror tommy_lee_wallace michael_currie dan_o'herlihy ralph_strait stacey_nelkin tom_atkins halloween franchise,Horror
1985,Halloween 4: The Return of Michael Myers,1988,Horror,dwight_h._little,danielle_harris donald_pleasence ellie_cornell george_p._wilbur michael_pataki,franchise slasher my_movies,Horror Horror dwight_h._little danielle_harris donald_pleasence ellie_cornell george_p._wilbur michael_pataki franchise slasher my_movies,Horror
1986,Halloween 5,1989,Horror,dominique_othenin-girard,danielle_harris donald_l._shanks donald_pleasence ellie_cornell wendy_kaplan,franchise slasher,Horror Horror dominique_othenin-girard danielle_harris donald_l._shanks donald_pleasence ellie_cornell wendy_kaplan franchise slasher,Horror
1987,Prom Night,2008,Horror,nelson_mccormick,jessica_stroup scott_porter brittany_snow collins_pennie dana_davis,remade,Horror Horror nelson_mccormick jessica_stroup scott_porter brittany_snow collins_pennie dana_davis remade,Horror
1988,Hello Mary Lou: Prom Night II,1987,Horror,bruce_pittman,lisa_schrage michael_evans michael_ironside vincent_gale wendy_lyon,,Horror Horror bruce_pittman lisa_schrage michael_evans michael_ironside vincent_gale wendy_lyon,Horror
1989,Prom Night III: The Last Kiss,1990,Horror,ron_oliver,courtney_taylor cyndy_preston david_stratton george_chuvalo tim_conlon,,Horror Horror ron_oliver courtney_taylor cyndy_preston david_stratton george_chuvalo tim_conlon,Horror
1990,Prom Night IV: Deliver Us from Evil,1992,Horror,clay_borris,alden_kane alle_ghadban joy_tanner nicole_deboer stephen_james_carver,,Horror Horror clay_borris alden_kane alle_ghadban joy_tanner nicole_deboer stephen_james_carver,Horror
1991,Bride of Chucky,1998,Horror Thriller,ronny_yu,alexis_arquette jennifer_tilly john_ritter katherine_heigl nick_stabile,original chuckie,Horror Thriller Horror Thriller ronny_yu alexis_arquette jennifer_tilly john_ritter katherine_heigl nick_stabile original chuckie,Horror
1992,Child's Play 2,1990,Horror Thriller,john_lafia,alex_vincent brad_dourif christine_elise gerrit_graham jenny_agutter,chuckie,Horror Thriller Horror Thriller john_lafia alex_vincent brad_dourif christine_elise gerrit_graham jenny_agutter chuckie,Horror
1993,Child's Play 3,1991,Comedy Horror Thriller,jack_bender,dean_jacobson jeremy_sylvers justin_whalin perrey_reeves travis_fine,chick_flick andy_robinson,Comedy Horror Thriller Comedy Horror Thriller jack_bender dean_jacobson jeremy_sylvers justin_whalin perrey_reeves travis_fine chick_flick andy_robinson,Comedy
1994,Poltergeist,1982,Drama Fantasy Horror Thriller,tobe_hooper,beatrice_straight craig_t._nelson dominique_dunne jobeth_williams oliver_robins,ghosts 70mm television horror scifi_dark cant_remember father_daughter_relationship dogs storm 80s,Drama Fantasy Horror Thriller Drama Fantasy Horror Thriller tobe_hooper beatrice_straight craig_t._nelson dominique_dunne jobeth_williams oliver_robins ghosts 70mm television horror scifi_dark cant_remember father_daughter_relationship dogs storm 80s,Drama
1995,Poltergeist II: The Other Side,1986,Horror Thriller,brian_gibson,craig_t._nelson heather_o'rourke jobeth_williams oliver_robins zelda_rubinstein,ghosts creepy_singing,Horror Thriller Horror Thriller brian_gibson craig_t._nelson heather_o'rourke jobeth_williams oliver_robins zelda_rubinstein ghosts creepy_singing,Horror
1996,Poltergeist III,1988,Horror Thriller,gary_a._sherman,heather_o'rourke lara_flynn_boyle nancy_allen tom_skerritt zelda_rubinstein,ghosts sequel_fever,Horror Thriller Horror Thriller gary_a._sherman heather_o'rourke lara_flynn_boyle nancy_allen tom_skerritt zelda_rubinstein ghosts sequel_fever,Horror
1997,The Exorcist,1973,Horror Mystery,william_friedkin,ellen_burstyn jason_miller kitty_winn linda_blair max_von_sydow,possession scary 70mm imdb_top_250 on_computer owned based_on_a_book cant_remember franchise bfi_modern_classic,Horror Mystery Horror Mystery william_friedkin ellen_burstyn jason_miller kitty_winn linda_blair max_von_sydow possession scary 70mm imdb_top_250 on_computer owned based_on_a_book cant_remember franchise bfi_modern_classic,Horror
1998,Exorcist II: The Heretic,1977,Horror,john_boorman,kitty_winn linda_blair louise_fletcher max_von_sydow richard_burton,franchise tumeys_dvds,Horror Horror john_boorman kitty_winn linda_blair louise_fletcher max_von_sydow richard_burton franchise tumeys_dvds,Horror
1999,The Exorcist III,1990,Horror,william_peter_blatty,brad_dourif ed_flanders george_c._scott jason_miller nicol_williamson,franchise tumeys_dvds,Horror Horror william_peter_blatty brad_dourif ed_flanders george_c._scott jason_miller nicol_williamson franchise tumeys_dvds,Horror
2000,Lethal Weapon,1987,Action Comedy Crime Drama,richard_donner,danny_glover gary_busey mel_gibson mitchell_ryan tom_atkins,action mel_gibson buddy police comedy nudity_(topless) sequel drama kidnapping classic,Action Comedy Crime Drama Action Comedy Crime Drama richard_donner danny_glover gary_busey mel_gibson mitchell_ryan tom_atkins action mel_gibson buddy police comedy nudity_(topless) sequel drama kidnapping classic,Action
2001,Lethal Weapon,1987,Action Comedy Crime Drama,richard_donner,danny_glover gary_busey mel_gibson mitchell_ryan tom_atkins,action mel_gibson comedy nudity_(topless) sequel violence seen_more_than_once action_packed 70mm cant_remember,Action Comedy Crime Drama Action Comedy Crime Drama richard_donner danny_glover gary_busey mel_gibson mitchell_ryan tom_atkins action mel_gibson comedy nudity_(topless) sequel violence seen_more_than_once action_packed 70mm cant_remember,Action
2002,Lethal Weapon 3,1992,Action Comedy Crime Drama,richard_donner,danny_glover joe_pesci mel_gibson rene_russo stuart_wilson,mel_gibson 70mm cant_remember want_it subgenre:cop_buddies,Action Comedy Crime Drama Action Comedy Crime Drama richard_donner danny_glover joe_pesci mel_gibson rene_russo stuart_wilson mel_gibson 70mm cant_remember want_it subgenre:cop_buddies,Action
